Type,BalanceSheetSide,Instrument,Breakdown,Definition,"Period ",waarde
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2003,0
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2004,0
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2005,0
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2006,248
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2007,2
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2008,20
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2009,17
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2010,15
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2011,12
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2012,8
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2013,7
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2014,8
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2015,2
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2016,2
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2017,2
"Other pension funds ","Assets ","Other non-financial assets ","Total ","01 ",2018,2
"Other pension funds ","Assets ","Other assets ","Total ","01 ",2002,90
"Other pension funds ","Assets ","Other assets ","Total ","01 ",2003,68
"Other pension funds ","Assets ","Other assets ","Total ","01 ",2004,60
"Other pension funds ","Assets ","Other assets ","Total ","01 ",2005,41
"Other pension funds ","Assets ","Other assets ","Total ","01 ",2006,94
"Other pension funds ","Assets ","Other assets ","Total ","01 ",2007,325
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2002,32124
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2003,34898
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2004,37934
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2005,41844
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2006,42943
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2007,42462
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2008,18385
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2009,21884
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2010,22428
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2011,22983
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2012,25538
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2013,26035
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2014,31241
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2015,33373
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2016,38498
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2017,43026
"Other pension funds ","Assets ","Total assets ","Total ","01 ",2018,48014
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2002,4293
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2003,6397
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2004,8746
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2005,11037
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2006,11993
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2007,15750
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2008,1840
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2009,3068
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2010,2535
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2011,1464
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2012,2625
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2013,3779
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2014,4720
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2015,3489
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2016,4001
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2017,5993
"Other pension funds ","Liabilities ","General reserves ","Total ","01 ",2018,4726
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2002,0
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2003,0
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2004,0
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2005,0
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2006,56
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2007,912
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2008,338
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2009,772
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2010,789
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2011,584
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2012,372
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2013,250
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2014,0
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2015,11
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2016,10
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2017,13
"Other pension funds ","Liabilities ","Prudential provisions ","Total ","01 ",2018,15
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2002,27748
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2003,28460
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2004,29036
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2005,30698
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2006,30700
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2007,25142
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2008,15408
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2009,15466
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2010,17222
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2011,19865
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2012,21438
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2013,20936
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2014,25391
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2015,28306
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2016,33007
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2017,35486
"Other pension funds ","Liabilities ","Technical provisions ","Total ","01 ",2018,41732
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2002,0
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2003,0
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2004,0
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2005,8
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2006,72
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2007,278
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2008,188
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2009,1729
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2010,1603
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2011,519
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2012,400
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2013,478
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2014,663
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2015,714
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2016,974
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2017,884
"Other pension funds ","Liabilities ","Financial derivatives ","Total ","01 ",2018,763
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2002,50
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2003,12
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2004,122
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2005,36
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2006,2
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2007,2
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2008,34
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2009,13
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2010,125
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2011,378
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2012,94
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2013,2
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2014,0
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2015,115
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2016,42
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2017,44
"Other pension funds ","Liabilities ","Loans ","Total ","01 ",2018,156
"Other pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2002,33
"Other pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2003,29
"Other pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2004,30
"Other pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2005,65
"Other pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2006,120
"Other pension funds ","Liabilities ","Other liabilities ","Total ","01 ",2007,378
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2002,32124
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2003,34898
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2004,37934
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2005,41844
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2006,42943
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2007,42462
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2008,18385
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2009,21884
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2010,22428
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2011,22983
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2012,25538
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2013,26035
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2014,31241
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2015,33373
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2016,38498
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2017,43026
"Other pension funds ","Liabilities ","Total liabilities ","Total ","01 ",2018,48014
